Epoch,Time (milliseconds)
1,30.026588439941358
51,38.90487194061274
101,34.96398925781245
151,33.844523429870564
201,32.89003849029536
251,30.48371315002437
301,31.2038373947143
351,31.256246566772415
401,32.247452735900836
451,33.898639678955025
501,36.897654533386184
551,33.20283889770503
601,30.40041446685786
651,28.201165199279735
701,27.99248218536372
751,26.903977394103964
801,26.707177162170356
851,29.893021583557083
901,29.097609519958448
951,28.421034812927196
