Epoch,Time (seconds)
1,0.018712997436523438
2,0.02164435386657715
3,0.022306203842163086
4,0.022457599639892578
5,0.022901296615600586
6,0.02230525016784668
7,0.023923158645629883
8,0.02371692657470703
9,0.024699926376342773
10,0.023882389068603516
11,0.02441239356994629
12,0.024216890335083008
13,0.023476362228393555
14,0.023341894149780273
15,0.025177001953125
16,0.024235010147094727
17,0.024953842163085938
18,0.024167299270629883
19,0.024111509323120117
20,0.02398061752319336
21,0.02471137046813965
22,0.023912668228149414
23,0.027653217315673828
24,0.024805545806884766
25,0.025170326232910156
26,0.024227142333984375
27,0.02512502670288086
28,0.024287939071655273
29,0.03435087203979492
30,0.02435302734375
31,0.024615049362182617
32,0.02388620376586914
33,0.02390909194946289
34,0.02484869956970215
35,0.024886608123779297
36,0.024146318435668945
37,0.023593664169311523
38,0.024002552032470703
39,0.02482891082763672
40,0.023955345153808594
41,0.02419567108154297
42,0.02333831787109375
43,0.02412247657775879
44,0.024573802947998047
45,0.0251619815826416
46,0.023949146270751953
47,0.02470254898071289
48,0.023317575454711914
49,0.025387287139892578
50,0.02734088897705078
51,0.026322126388549805
52,0.024760723114013672
53,0.025166988372802734
54,0.02518463134765625
55,0.026235342025756836
56,0.02599310874938965
57,0.02570343017578125
58,0.025800466537475586
59,0.02647852897644043
60,0.025194644927978516
61,0.0260007381439209
62,0.02524399757385254
63,0.026020288467407227
64,0.0252377986907959
65,0.025707006454467773
66,0.02617788314819336
67,0.02174520492553711
68,0.020250320434570312
69,0.023747920989990234
70,0.0228426456451416
71,0.023214340209960938
72,0.02287578582763672
73,0.023394107818603516
74,0.027454853057861328
75,0.02867412567138672
76,0.022634267807006836
77,0.023431062698364258
78,0.023035049438476562
79,0.023365259170532227
80,0.022469282150268555
81,0.02369546890258789
82,0.02275228500366211
83,0.022571802139282227
84,0.023238182067871094
85,0.023649215698242188
86,0.023223876953125
87,0.024108409881591797
88,0.023431062698364258
89,0.023096323013305664
90,0.02204275131225586
91,0.02460336685180664
92,0.02426433563232422
93,0.024628400802612305
94,0.026137351989746094
95,0.0257875919342041
96,0.025622844696044922
97,0.02669835090637207
98,0.025901317596435547
99,0.026491403579711914
100,0.024418354034423828
101,0.022375822067260742
102,0.02360248565673828
103,0.024477243423461914
104,0.023186922073364258
105,0.023735761642456055
106,0.023935556411743164
107,0.02487778663635254
108,0.024200916290283203
109,0.024733543395996094
110,0.024335145950317383
111,0.025005817413330078
112,0.02434992790222168
113,0.0242917537689209
114,0.024164676666259766
115,0.02462315559387207
116,0.02405071258544922
117,0.02481555938720703
118,0.023529052734375
119,0.02379441261291504
120,0.023766517639160156
121,0.02425074577331543
122,0.024244070053100586
123,0.024662017822265625
124,0.02411961555480957
125,0.02364492416381836
126,0.023928403854370117
127,0.024918556213378906
128,0.024238109588623047
129,0.023987293243408203
130,0.024025440216064453
131,0.02497410774230957
132,0.024419784545898438
133,0.024744510650634766
134,0.02396225929260254
135,0.024503707885742188
136,0.023839235305786133
137,0.02451491355895996
138,0.025488615036010742
139,0.02479386329650879
140,0.024084091186523438
141,0.024371862411499023
142,0.023638010025024414
143,0.023655176162719727
144,0.024253129959106445
145,0.023761272430419922
146,0.024254560470581055
147,0.02384471893310547
148,0.025334596633911133
149,0.025564193725585938
150,0.0245206356048584
151,0.024006366729736328
152,0.02415752410888672
153,0.024834871292114258
154,0.024469614028930664
155,0.024251699447631836
156,0.0247499942779541
157,0.02420973777770996
158,0.02451324462890625
159,0.02465367317199707
160,0.024544954299926758
161,0.024358272552490234
162,0.024483203887939453
163,0.024578571319580078
164,0.02464890480041504
165,0.024814605712890625
166,0.02438497543334961
167,0.02433156967163086
168,0.0240631103515625
169,0.024571895599365234
170,0.024332761764526367
171,0.02432560920715332
172,0.024936437606811523
173,0.02424907684326172
174,0.024804353713989258
175,0.024667739868164062
176,0.024693727493286133
177,0.024072647094726562
178,0.02465510368347168
179,0.02576589584350586
180,0.02497410774230957
181,0.024511098861694336
182,0.024308204650878906
183,0.024210691452026367
184,0.024486303329467773
185,0.023955821990966797
186,0.02419137954711914
187,0.0243985652923584
188,0.024315595626831055
189,0.024743318557739258
190,0.024471759796142578
191,0.024216651916503906
192,0.024689197540283203
193,0.024382591247558594
194,0.02411627769470215
195,0.024068832397460938
196,0.024250507354736328
197,0.023901939392089844
198,0.029389381408691406
199,0.03061199188232422
200,0.024652481079101562
201,0.023829936981201172
202,0.024413108825683594
203,0.024232864379882812
204,0.023990392684936523
205,0.024007558822631836
206,0.024556398391723633
207,0.02394270896911621
208,0.023880958557128906
209,0.0249178409576416
210,0.024438142776489258
211,0.024435043334960938
212,0.02441263198852539
213,0.024645328521728516
214,0.024411439895629883
215,0.0245516300201416
216,0.024360179901123047
217,0.02444934844970703
218,0.024448394775390625
219,0.025117158889770508
220,0.02420973777770996
221,0.024490833282470703
222,0.024022579193115234
223,0.024895906448364258
224,0.02454090118408203
225,0.02447962760925293
226,0.024631977081298828
227,0.024354934692382812
228,0.024326801300048828
229,0.02423405647277832
230,0.02480626106262207
231,0.02400493621826172
232,0.024633407592773438
233,0.023731708526611328
234,0.023201465606689453
235,0.02574777603149414
236,0.024632692337036133
237,0.02586221694946289
238,0.02135300636291504
239,0.022006988525390625
240,0.022007465362548828
241,0.02243661880493164
242,0.023200035095214844
243,0.022551536560058594
244,0.024040699005126953
245,0.024657011032104492
246,0.02408456802368164
247,0.024747371673583984
248,0.023595809936523438
249,0.02293086051940918
250,0.027172327041625977
251,0.02860283851623535
252,0.024665355682373047
253,0.02357196807861328
254,0.024322032928466797
255,0.024170875549316406
256,0.024753570556640625
257,0.024631261825561523
258,0.024747610092163086
259,0.024682998657226562
260,0.025259017944335938
261,0.025249719619750977
262,0.024945974349975586
263,0.02434682846069336
264,0.02501058578491211
265,0.023688793182373047
266,0.024353981018066406
267,0.02424454689025879
268,0.024722814559936523
269,0.024004459381103516
270,0.02409839630126953
271,0.0245053768157959
272,0.023802995681762695
273,0.02527165412902832
274,0.024434804916381836
275,0.02371835708618164
276,0.02382493019104004
277,0.02212977409362793
278,0.024466991424560547
279,0.0280916690826416
280,0.027092933654785156
281,0.022310733795166016
282,0.025545835494995117
283,0.029828786849975586
284,0.02573418617248535
285,0.023509502410888672
286,0.02492380142211914
287,0.024158477783203125
288,0.02492547035217285
289,0.02508854866027832
290,0.02609395980834961
291,0.025263309478759766
292,0.027433156967163086
293,0.0230252742767334
294,0.02389049530029297
295,0.024068593978881836
296,0.024198055267333984
297,0.026137828826904297
298,0.024840831756591797
299,0.024492979049682617
300,0.024910449981689453
301,0.025220155715942383
302,0.02404952049255371
303,0.024872303009033203
304,0.02445387840270996
305,0.02453303337097168
306,0.024653911590576172
307,0.024361848831176758
308,0.023996353149414062
309,0.024626731872558594
310,0.024505138397216797
311,0.024880409240722656
312,0.024755001068115234
313,0.02545166015625
314,0.024935245513916016
315,0.024480104446411133
316,0.0245511531829834
317,0.02421259880065918
318,0.023513317108154297
319,0.023662090301513672
320,0.024798870086669922
321,0.024815797805786133
322,0.02486133575439453
323,0.027376890182495117
324,0.024517536163330078
325,0.023974180221557617
326,0.024518489837646484
327,0.024229049682617188
328,0.024839162826538086
329,0.0243532657623291
330,0.024748802185058594
331,0.024658918380737305
332,0.024456501007080078
333,0.02437615394592285
334,0.02466726303100586
335,0.024744033813476562
336,0.024973392486572266
337,0.024836063385009766
338,0.02492976188659668
339,0.023720264434814453
340,0.02430105209350586
341,0.02385425567626953
342,0.025821208953857422
343,0.02442765235900879
344,0.024513721466064453
345,0.023755311965942383
346,0.020720243453979492
347,0.021769046783447266
348,0.023339033126831055
349,0.024691104888916016
350,0.02525806427001953
351,0.02485179901123047
352,0.025658369064331055
353,0.025515079498291016
354,0.01999521255493164
355,0.02150249481201172
356,0.02258920669555664
357,0.02249622344970703
358,0.022370100021362305
359,0.02347254753112793
360,0.02268362045288086
361,0.02279949188232422
362,0.0228269100189209
363,0.023044824600219727
364,0.02319931983947754
365,0.02311563491821289
366,0.02244710922241211
367,0.022697925567626953
368,0.023813247680664062
369,0.02252793312072754
370,0.023105382919311523
371,0.022948265075683594
372,0.02257537841796875
373,0.02385091781616211
374,0.023694992065429688
375,0.023068904876708984
376,0.024005651473999023
377,0.023261547088623047
378,0.023935556411743164
379,0.023427724838256836
380,0.026626110076904297
381,0.023450851440429688
382,0.02394580841064453
383,0.02352738380432129
384,0.023920297622680664
385,0.024141550064086914
386,0.023816585540771484
387,0.02361011505126953
388,0.0229034423828125
389,0.023160219192504883
390,0.023798465728759766
391,0.02382969856262207
392,0.02377939224243164
393,0.023337125778198242
394,0.023395061492919922
395,0.023984909057617188
396,0.023194313049316406
397,0.023787498474121094
398,0.023475170135498047
399,0.024014711380004883
400,0.02345871925354004
401,0.026009559631347656
402,0.027033090591430664
403,0.028666019439697266
404,0.02937769889831543
405,0.028547048568725586
406,0.030605792999267578
407,0.02336287498474121
408,0.028500795364379883
409,0.024878501892089844
410,0.021091461181640625
411,0.022612810134887695
412,0.022284507751464844
413,0.022681474685668945
414,0.02300429344177246
415,0.023431062698364258
416,0.023415565490722656
417,0.02342963218688965
418,0.0238492488861084
419,0.022100210189819336
420,0.0261228084564209
421,0.027198076248168945
422,0.023844242095947266
423,0.021719694137573242
424,0.02272200584411621
425,0.022940397262573242
426,0.024550914764404297
427,0.02369523048400879
428,0.02377772331237793
429,0.022757291793823242
430,0.0236814022064209
431,0.024811267852783203
432,0.023848533630371094
433,0.023472070693969727
434,0.023853540420532227
435,0.023885726928710938
436,0.023838281631469727
437,0.023715734481811523
438,0.023499488830566406
439,0.023634910583496094
440,0.02414989471435547
441,0.02362370491027832
442,0.023067712783813477
443,0.023723602294921875
444,0.025554418563842773
445,0.0222320556640625
446,0.022914886474609375
447,0.024103879928588867
448,0.024374008178710938
